"id","org","lgn","exp","Last update","α","tsize","iter","nPC","nWU"
"127580","Hs","hs_test_001","hgnc_data_mat.csv","2018-03-25 22:11:14","0.050","1000","1000","500 2","176"
"127752","Hs","hs_test_002","hgnc_data_mat.csv","2018-03-28 22:09:18","0.050","1000","2000","500 2","352"
"127753","Hs","hs_test_003","hgnc_data_mat.csv","2018-03-27 04:10:46","0.050","1000","1000","500 1","176"
"127754","Hs","hs_test_004","hgnc_data_mat.csv","2018-03-28 00:11:51","0.050","1000","2000","500 1","352"
"128703","Hs","hs_test_005","hgnc_data_mat.csv","2018-03-31 12:07:59","0.050","1000","1000","500 0","176"
"128704","Hs","hs_test_006","hgnc_data_mat.csv","2018-04-01 22:07:26","0.050","1000","2000","500 0","352"
"137839","Hs","T104555-SOD1","hgnc_data_mat.csv","2018-05-04 10:06:23","0.050","1000","2000","1000 1","176"
"141272","Hs","T104555-SOD1","hgnc_data_mat.csv","2018-05-24 12:08:02","0.050","1000","2000","500 0","352"
"141273","Hs","T000014-HPS1","hgnc_data_mat.csv","2018-05-29 14:07:07","0.050","1000","2000","500 0","352"
"141274","Hs","T051165-FUS","hgnc_data_mat.csv","2018-05-28 12:07:31","0.050","1000","2000","500 0","352"
"141275","Hs","T051172-FUS","hgnc_data_mat.csv","2018-05-29 16:07:37","0.050","1000","2000","500 0","352"
"141276","Hs","T051173-FUS","hgnc_data_mat.csv","2018-05-30 16:07:35","0.050","1000","2000","500 0","352"
"141277","Hs","T051174-FUS","hgnc_data_mat.csv","2018-05-25 20:07:22","0.050","1000","2000","500 0","352"
"141278","Hs","T051179-FUS","hgnc_data_mat.csv","2018-05-29 12:07:14","0.050","1000","2000","500 0","352"
"141279","Hs","T051180-FUS","hgnc_data_mat.csv","2018-05-31 00:07:21","0.050","1000","2000","500 0","352"
"141280","Hs","T051181-FUS","hgnc_data_mat.csv","2018-05-27 14:08:13","0.050","1000","2000","500 0","352"
"141281","Hs","T051182-FUS","hgnc_data_mat.csv","2018-05-26 06:07:29","0.050","1000","2000","500 0","352"
"141282","Hs","T051183-FUS","hgnc_data_mat.csv","2018-05-27 10:06:50","0.050","1000","2000","500 0","352"
"141283","Hs","T051184-FUS","hgnc_data_mat.csv","2018-05-29 10:07:22","0.050","1000","2000","500 0","352"
"141284","Hs","T080361-TARDBP","hgnc_data_mat.csv","2018-05-31 04:07:09","0.050","1000","2000","500 0","352"
"141285","Hs","T080362-TARDBP","hgnc_data_mat.csv","2018-05-30 14:07:25","0.050","1000","2000","500 0","352"
"141286","Hs","T176302-EGFR","hgnc_data_mat.csv","2018-05-27 06:07:00","0.050","1000","2000","500 0","352"
"141287","Hs","T176303-EGFR","hgnc_data_mat.csv","2018-06-04 06:07:02","0.050","1000","2000","500 0","352"
"141288","Hs","T176304-EGFR","hgnc_data_mat.csv","2018-05-29 22:07:06","0.050","1000","2000","500 0","352"
"141289","Hs","T176305-EGFR","hgnc_data_mat.csv","2018-05-28 14:06:57","0.050","1000","2000","500 0","352"
"141290","Hs","T176320-EGFR","hgnc_data_mat.csv","2018-05-27 14:10:42","0.050","1000","2000","500 0","352"
"141291","Hs","T176327-EGFR","hgnc_data_mat.csv","2018-05-30 22:06:56","0.050","1000","2000","500 0","352"
"141292","Hs","T017477-IL6","hgnc_data_mat.csv","2018-05-28 18:08:48","0.050","1000","2000","500 0","352"
"141293","Hs","T017478-IL6","hgnc_data_mat.csv","2018-05-28 08:07:26","0.050","1000","2000","500 0","352"
"141294","Hs","T017479-IL6","hgnc_data_mat.csv","2018-05-31 00:09:45","0.050","1000","2000","500 0","352"
"141295","Hs","T017480-IL6","hgnc_data_mat.csv","2018-05-29 12:09:11","0.050","1000","2000","500 0","352"
"141296","Hs","T055720-IL6","hgnc_data_mat.csv","2018-05-31 00:12:06","0.050","1000","2000","500 0","352"
"141297","Hs","T055721-IL6","hgnc_data_mat.csv","2018-05-30 02:07:01","0.050","1000","2000","500 0","352"
"141298","Hs","T083042-IL6","hgnc_data_mat.csv","2018-05-28 14:08:47","0.050","1000","2000","500 0","352"
"141299","Hs","T083043-IL6","hgnc_data_mat.csv","2018-05-25 14:07:21","0.050","1000","2000","500 0","352"
"141300","Hs","T083044-IL6","hgnc_data_mat.csv","2018-05-29 10:09:45","0.050","1000","2000","500 0","352"
"141301","Hs","T083045-IL6","hgnc_data_mat.csv","2018-05-28 18:11:46","0.050","1000","2000","500 0","352"
"141302","Hs","T083046-IL6","hgnc_data_mat.csv","2018-05-27 02:06:58","0.050","1000","2000","500 0","352"
"141303","Hs","T083047-IL6","hgnc_data_mat.csv","2018-05-29 18:07:09","0.050","1000","2000","500 0","352"
"141304","Hs","T083048-IL6","hgnc_data_mat.csv","2018-05-28 20:07:32","0.050","1000","2000","500 0","352"
"141305","Hs","T083064-IL6","hgnc_data_mat.csv","2018-06-05 00:07:16","0.050","1000","2000","500 0","352"
"141306","Hs","T083067-IL6","hgnc_data_mat.csv","2018-05-29 10:12:29","0.050","1000","2000","500 0","352"
"141307","Hs","T083748-IL6","hgnc_data_mat.csv","2018-05-30 12:08:40","0.050","1000","2000","500 0","352"
"141308","Hs","T142915-IL6","hgnc_data_mat.csv","2018-05-29 12:11:22","0.050","1000","2000","500 0","352"
"141309","Hs","T142916-IL6","hgnc_data_mat.csv","2018-05-31 00:14:28","0.050","1000","2000","500 0","352"
"141310","Hs","T142917-IL6","hgnc_data_mat.csv","2018-05-29 12:13:41","0.050","1000","2000","500 0","352"
"141311","Hs","T142918-IL6","hgnc_data_mat.csv","2018-05-27 20:07:58","0.050","1000","2000","500 0","352"
"141312","Hs","T142948-IL6","hgnc_data_mat.csv","2018-05-29 08:07:26","0.050","1000","2000","500 0","352"
"141313","Hs","T154634-IL6","hgnc_data_mat.csv","2018-05-29 14:09:09","0.050","1000","2000","500 0","352"
"141314","Hs","T154637-IL6","hgnc_data_mat.csv","2018-05-28 12:09:29","0.050","1000","2000","500 0","352"
"141315","Hs","T154638-IL6","hgnc_data_mat.csv","2018-05-28 20:09:58","0.050","1000","2000","500 0","352"
"141316","Hs","T154644-IL6","hgnc_data_mat.csv","2018-05-29 08:09:22","0.050","1000","2000","500 0","352"
"141317","Hs","T154645-IL6","hgnc_data_mat.csv","2018-05-28 08:09:59","0.050","1000","2000","500 0","352"
"141318","Hs","T154646-IL6","hgnc_data_mat.csv","2018-05-26 14:07:38","0.050","1000","2000","500 0","352"
"141319","Hs","T154647-IL6","hgnc_data_mat.csv","2018-05-31 06:07:08","0.050","1000","2000","500 0","352"
"141320","Hs","T154648-IL6","hgnc_data_mat.csv","2018-05-28 18:14:07","0.050","1000","2000","500 0","352"
"141321","Hs","T157654-IL6","hgnc_data_mat.csv","2018-06-02 00:07:06","0.050","1000","2000","500 0","352"
"141322","Hs","T157657-IL6","hgnc_data_mat.csv","2018-05-30 00:07:28","0.050","1000","2000","500 0","352"
"141323","Hs","T157661-IL6","hgnc_data_mat.csv","2018-05-29 06:08:31","0.050","1000","2000","500 0","352"
"141324","Hs","T173887-IL6","hgnc_data_mat.csv","2018-05-29 16:09:53","0.050","1000","2000","500 0","352"
"141325","Hs","T173890-IL6","hgnc_data_mat.csv","2018-05-30 18:07:20","0.050","1000","2000","500 0","352"
"141326","Hs","T173891-IL6","hgnc_data_mat.csv","2018-05-28 00:09:24","0.050","1000","2000","500 0","352"
"141327","Hs","T173892-IL6","hgnc_data_mat.csv","2018-05-28 20:12:48","0.050","1000","2000","500 0","352"
"141328","Hs","T173893-IL6","hgnc_data_mat.csv","2018-05-27 22:08:23","0.050","1000","2000","500 0","352"
"141329","Hs","T173894-IL6","hgnc_data_mat.csv","2018-05-30 08:07:26","0.050","1000","2000","500 0","352"
"141330","Hs","T173895-IL6","hgnc_data_mat.csv","2018-05-29 00:07:42","0.050","1000","2000","500 0","352"
"141331","Hs","T173896-IL6","hgnc_data_mat.csv","2018-05-25 22:08:04","0.050","1000","2000","500 0","352"
"141332","Hs","T173900-IL6","hgnc_data_mat.csv","2018-05-28 22:07:25","0.050","1000","2000","500 0","352"
"141333","Hs","T173901-IL6","hgnc_data_mat.csv","2018-05-30 02:09:05","0.050","1000","2000","500 0","352"
"141334","Hs","T011645-TP53","hgnc_data_mat.csv","2018-05-30 18:09:32","0.050","1000","2000","500 0","352"
"141335","Hs","T011646-TP53","hgnc_data_mat.csv","2018-05-29 16:12:11","0.050","1000","2000","500 0","352"
"141336","Hs","T014345-TP53","hgnc_data_mat.csv","2018-05-31 12:07:20","0.050","1000","2000","500 0","352"
"141337","Hs","T014347-TP53","hgnc_data_mat.csv","2018-05-28 18:16:18","0.050","1000","2000","500 0","352"
"141338","Hs","T014348-TP53","hgnc_data_mat.csv","2018-05-26 00:12:09","0.050","1000","2000","500 0","352"
"141339","Hs","T014349-TP53","hgnc_data_mat.csv","2018-06-02 00:09:12","0.050","1000","2000","500 0","352"
"141340","Hs","T014350-TP53","hgnc_data_mat.csv","2018-05-28 12:11:28","0.050","1000","2000","500 0","352"
"141341","Hs","T014351-TP53","hgnc_data_mat.csv","2018-05-28 08:12:33","0.050","1000","2000","500 0","352"
"141342","Hs","T014352-TP53","hgnc_data_mat.csv","2018-05-29 16:14:29","0.050","1000","2000","500 0","352"
"141343","Hs","T014353-TP53","hgnc_data_mat.csv","2018-06-03 04:07:07","0.050","1000","2000","500 0","352"
"141344","Hs","T014354-TP53","hgnc_data_mat.csv","2018-05-25 18:06:58","0.050","1000","2000","500 0","352"
"141345","Hs","T014355-TP53","hgnc_data_mat.csv","2018-05-29 18:09:16","0.050","1000","2000","500 0","352"
"141346","Hs","T014356-TP53","hgnc_data_mat.csv","2018-05-27 00:07:34","0.050","1000","2000","500 0","352"
"141347","Hs","T014357-TP53","hgnc_data_mat.csv","2018-05-30 12:11:19","0.050","1000","2000","500 0","352"
"141348","Hs","T014358-TP53","hgnc_data_mat.csv","2018-05-29 00:10:03","0.050","1000","2000","500 0","352"
"141349","Hs","T014359-TP53","hgnc_data_mat.csv","2018-05-30 06:08:08","0.050","1000","2000","500 0","352"
"141350","Hs","T014360-TP53","hgnc_data_mat.csv","2018-05-30 06:10:11","0.050","1000","2000","500 0","352"
"141351","Hs","T014361-TP53","hgnc_data_mat.csv","2018-05-30 00:09:41","0.050","1000","2000","500 0","352"
"141352","Hs","T014362-TP53","hgnc_data_mat.csv","2018-05-28 16:07:33","0.050","1000","2000","500 0","352"
"141353","Hs","T021945-TP53","hgnc_data_mat.csv","2018-05-30 02:11:00","0.050","1000","2000","500 0","352"
"141354","Hs","T021946-TP53","hgnc_data_mat.csv","2018-05-30 06:12:25","0.050","1000","2000","500 0","352"
"141355","Hs","T025061-TP53","hgnc_data_mat.csv","2018-06-01 16:07:41","0.050","1000","2000","500 0","352"
"141356","Hs","T025063-TP53","hgnc_data_mat.csv","2018-05-28 08:15:33","0.050","1000","2000","500 0","352"
"141357","Hs","T025064-TP53","hgnc_data_mat.csv","2018-05-30 10:08:37","0.050","1000","2000","500 0","352"
"141358","Hs","T043738-TP53","hgnc_data_mat.csv","2018-05-29 10:15:04","0.050","1000","2000","500 0","352"
"141359","Hs","T043739-TP53","hgnc_data_mat.csv","2018-05-30 02:13:23","0.050","1000","2000","500 0","352"
"141360","Hs","T043740-TP53","hgnc_data_mat.csv","2018-05-29 04:09:35","0.050","1000","2000","500 0","352"
"141361","Hs","T043741-TP53","hgnc_data_mat.csv","2018-06-13 10:05:52","0.050","1000","2000","600 1","294"
"141362","Hs","T043742-TP53","hgnc_data_mat.csv","2018-06-18 20:05:49","0.050","1000","2000","600 1","294"
"141363","Hs","T043743-TP53","hgnc_data_mat.csv","2018-06-12 16:05:34","0.050","1000","2000","600 1","294"
"141364","Hs","T056826-TP53","hgnc_data_mat.csv","2018-06-13 08:05:36","0.050","1000","2000","600 1","294"
"141365","Hs","T063856-TP53","hgnc_data_mat.csv","2018-06-13 14:05:37","0.050","1000","2000","600 1","294"
"141366","Hs","T063857-TP53","hgnc_data_mat.csv","2018-06-18 22:05:31","0.050","1000","2000","600 1","294"
"141367","Hs","T063858-TP53","hgnc_data_mat.csv","2018-06-16 04:05:31","0.050","1000","2000","600 1","294"
"141368","Hs","T063878-TP53","hgnc_data_mat.csv","2018-06-14 14:05:50","0.050","1000","2000","600 1","294"
"141369","Hs","T063879-TP53","hgnc_data_mat.csv","2018-06-18 04:05:29","0.050","1000","2000","600 1","294"
"141370","Hs","T063880-TP53","hgnc_data_mat.csv","2018-06-12 12:05:34","0.050","1000","2000","600 1","294"
"141371","Hs","T063881-TP53","hgnc_data_mat.csv","2018-06-15 02:05:33","0.050","1000","2000","600 1","294"
"141372","Hs","T063883-TP53","hgnc_data_mat.csv","2018-06-12 00:07:08","0.050","1000","2000","600 1","294"
"141373","Hs","T063884-TP53","hgnc_data_mat.csv","2018-06-13 08:06:10","0.050","1000","2000","600 1","294"
"141374","Hs","T090270-TP53","hgnc_data_mat.csv","2018-06-11 18:05:31","0.050","1000","2000","600 1","294"
"141375","Hs","T090271-TP53","hgnc_data_mat.csv","2018-06-12 20:05:36","0.050","1000","2000","600 1","294"
"141376","Hs","T090273-TP53","hgnc_data_mat.csv","2018-06-13 20:05:42","0.050","1000","2000","600 1","294"
"141377","Hs","T090274-TP53","hgnc_data_mat.csv","2018-06-13 04:05:33","0.050","1000","2000","600 1","294"
"141378","Hs","T090275-TP53","hgnc_data_mat.csv","2018-06-06 02:07:04","0.050","1000","2000","500 0","352"
"141379","Hs","T090276-TP53","hgnc_data_mat.csv","2018-06-03 20:07:26","0.050","1000","2000","500 0","352"
"141380","Hs","T090277-TP53","hgnc_data_mat.csv","2018-06-02 20:05:34","0.050","1000","2000","600 1","294"
"141381","Hs","T090278-TP53","hgnc_data_mat.csv","2018-06-02 18:05:45","0.050","1000","2000","600 1","294"
"141382","Hs","T090292-TP53","hgnc_data_mat.csv","2018-06-01 22:05:38","0.050","1000","2000","600 1","294"
"141383","Hs","T090293-TP53","hgnc_data_mat.csv","2018-06-02 08:05:45","0.050","1000","2000","600 1","294"
"141384","Hs","T090294-TP53","hgnc_data_mat.csv","2018-06-02 04:06:16","0.050","1000","2000","600 1","294"
"141385","Hs","T090295-TP53","hgnc_data_mat.csv","2018-06-04 12:05:56","0.050","1000","2000","600 1","294"
"141386","Hs","T099991-TP53","hgnc_data_mat.csv","2018-06-02 18:06:20","0.050","1000","2000","600 1","294"
"141387","Hs","T099992-TP53","hgnc_data_mat.csv","2018-06-05 00:07:57","0.050","1000","2000","600 1","294"
"141388","Hs","T099999-TP53","hgnc_data_mat.csv","2018-06-02 20:06:09","0.050","1000","2000","600 1","294"
"141389","Hs","T100000-TP53","hgnc_data_mat.csv","2018-06-03 04:08:19","0.050","1000","2000","600 1","294"
"141390","Hs","T100001-TP53","hgnc_data_mat.csv","2018-06-02 12:05:45","0.050","1000","2000","600 1","294"
"141391","Hs","T100002-TP53","hgnc_data_mat.csv","2018-06-02 00:10:25","0.050","1000","2000","600 1","294"
"141392","Hs","T100003-TP53","hgnc_data_mat.csv","2018-06-03 10:05:55","0.050","1000","2000","600 1","294"
"141393","Hs","T100004-TP53","hgnc_data_mat.csv","2018-06-03 00:05:37","0.050","1000","2000","600 1","294"
"141394","Hs","T100005-TP53","hgnc_data_mat.csv","2018-06-04 00:05:44","0.050","1000","2000","600 1","294"
"141395","Hs","T100007-TP53","hgnc_data_mat.csv","2018-06-02 04:06:49","0.050","1000","2000","600 1","294"
"141396","Hs","T101224-TP53","hgnc_data_mat.csv","2018-06-02 06:06:17","0.050","1000","2000","600 1","294"
"141397","Hs","T101225-TP53","hgnc_data_mat.csv","2018-06-03 10:06:29","0.050","1000","2000","600 1","294"
"141398","Hs","T101226-TP53","hgnc_data_mat.csv","2018-06-02 06:06:50","0.050","1000","2000","600 1","294"
"141399","Hs","T101244-TP53","hgnc_data_mat.csv","2018-06-01 18:05:33","0.050","1000","2000","600 1","294"
"141400","Hs","T101247-TP53","hgnc_data_mat.csv","2018-06-04 10:06:07","0.050","1000","2000","600 1","294"
"141401","Hs","T101248-TP53","hgnc_data_mat.csv","2018-06-02 22:05:45","0.050","1000","2000","600 1","294"
"141402","Hs","T101556-TP53","hgnc_data_mat.csv","2018-06-04 00:06:24","0.050","1000","2000","600 1","294"
"141403","Hs","T101558-TP53","hgnc_data_mat.csv","2018-06-04 12:06:40","0.050","1000","2000","600 1","294"
"141404","Hs","T101559-TP53","hgnc_data_mat.csv","2018-06-07 20:05:37","0.050","1000","2000","600 1","294"
"141405","Hs","T101560-TP53","hgnc_data_mat.csv","2018-06-08 16:05:38","0.050","1000","2000","600 1","294"
"141406","Hs","T101561-TP53","hgnc_data_mat.csv","2018-06-06 18:05:49","0.050","1000","2000","600 1","294"
"141407","Hs","T101562-TP53","hgnc_data_mat.csv","2018-06-04 02:06:01","0.050","1000","2000","600 1","294"
"141408","Hs","T101563-TP53","hgnc_data_mat.csv","2018-06-01 14:05:43","0.050","1000","2000","600 1","294"
"141409","Hs","T113567-TP53","hgnc_data_mat.csv","2018-06-06 22:05:48","0.050","1000","2000","600 1","294"
"141410","Hs","T113568-TP53","hgnc_data_mat.csv","2018-06-06 08:05:51","0.050","1000","2000","600 1","294"
"141411","Hs","T113569-TP53","hgnc_data_mat.csv","2018-06-02 22:06:19","0.050","1000","2000","600 1","294"
"141412","Hs","T121295-TP53","hgnc_data_mat.csv","2018-06-02 14:05:38","0.050","1000","2000","600 1","294"
"141413","Hs","T121296-TP53","hgnc_data_mat.csv","2018-06-02 14:06:09","0.050","1000","2000","600 1","294"
"141414","Hs","T121297-TP53","hgnc_data_mat.csv","2018-06-03 10:07:06","0.050","1000","2000","600 1","294"
"141415","Hs","T121298-TP53","hgnc_data_mat.csv","2018-06-04 16:05:45","0.050","1000","2000","600 1","294"
"141416","Hs","T121299-TP53","hgnc_data_mat.csv","2018-06-03 22:05:37","0.050","1000","2000","600 1","294"
"141417","Hs","T121300-TP53","hgnc_data_mat.csv","2018-06-06 02:07:57","0.050","1000","2000","600 1","294"
"141418","Hs","T121301-TP53","hgnc_data_mat.csv","2018-05-31 22:05:41","0.050","1000","2000","600 1","294"
"141419","Hs","T121302-TP53","hgnc_data_mat.csv","2018-06-02 04:07:25","0.050","1000","2000","600 1","294"
"141420","Hs","T125112-TP53","hgnc_data_mat.csv","2018-06-04 00:07:03","0.050","1000","2000","600 1","294"
"141421","Hs","T125113-TP53","hgnc_data_mat.csv","2018-06-01 16:08:21","0.050","1000","2000","600 1","294"
"141422","Hs","T159766-TP53","hgnc_data_mat.csv","2018-06-02 18:06:55","0.050","1000","2000","600 1","294"
"141423","Hs","T159767-TP53","hgnc_data_mat.csv","2018-06-02 00:12:02","0.050","1000","2000","600 1","294"
"141424","Hs","T159768-TP53","hgnc_data_mat.csv","2018-06-02 06:07:25","0.050","1000","2000","600 1","294"
"141425","Hs","T159769-TP53","hgnc_data_mat.csv","2018-06-01 16:09:03","0.050","1000","2000","600 1","294"
"141426","Hs","T159770-TP53","hgnc_data_mat.csv","2018-06-02 22:06:53","0.050","1000","2000","600 1","294"
"141427","Hs","T159771-TP53","hgnc_data_mat.csv","2018-06-08 10:05:44","0.050","1000","2000","600 1","294"
"141428","Hs","T159772-TP53","hgnc_data_mat.csv","2018-05-31 22:06:15","0.050","1000","2000","600 1","294"
"141429","Hs","T159773-TP53","hgnc_data_mat.csv","2018-06-02 08:06:23","0.050","1000","2000","600 1","294"
"141430","Hs","T159774-TP53","hgnc_data_mat.csv","2018-06-03 12:05:48","0.050","1000","2000","600 1","294"
"141431","Hs","T159775-TP53","hgnc_data_mat.csv","2018-06-05 08:05:44","0.050","1000","2000","600 1","294"
"141432","Hs","T177892-TP53","hgnc_data_mat.csv","2018-06-03 16:06:01","0.050","1000","2000","600 1","294"
"141433","Hs","T177893-TP53","hgnc_data_mat.csv","2018-06-02 08:06:57","0.050","1000","2000","600 1","294"
"141434","Hs","T177894-TP53","hgnc_data_mat.csv","2018-06-02 06:08:01","0.050","1000","2000","600 1","294"
"141435","Hs","T177895-TP53","hgnc_data_mat.csv","2018-06-03 08:05:48","0.050","1000","2000","600 1","294"
"141436","Hs","T177896-TP53","hgnc_data_mat.csv","2018-06-05 22:05:42","0.050","1000","2000","600 1","294"
"141437","Hs","T179289-TP53","hgnc_data_mat.csv","2018-06-01 16:09:41","0.050","1000","2000","600 1","294"
"141438","Hs","T179290-TP53","hgnc_data_mat.csv","2018-06-03 08:06:32","0.050","1000","2000","600 1","294"
"141439","Hs","T179291-TP53","hgnc_data_mat.csv","2018-06-01 16:10:29","0.050","1000","2000","600 1","294"
"141440","Hs","T179292-TP53","hgnc_data_mat.csv","2018-06-03 06:05:38","0.050","1000","2000","600 1","294"
"141441","Hs","T179293-TP53","hgnc_data_mat.csv","2018-06-06 20:05:48","0.050","1000","2000","600 1","294"
"141442","Hs","T179294-TP53","hgnc_data_mat.csv","2018-06-03 14:05:39","0.050","1000","2000","600 1","294"
"141443","Hs","T179296-TP53","hgnc_data_mat.csv","2018-06-04 10:06:42","0.050","1000","2000","600 1","294"
"141444","Hs","T179297-TP53","hgnc_data_mat.csv","2018-06-04 08:06:20","0.050","1000","2000","600 1","294"
"141445","Hs","T179298-TP53","hgnc_data_mat.csv","2018-06-04 18:05:37","0.050","1000","2000","600 1","294"
"141446","Hs","T187322-TP53","hgnc_data_mat.csv","2018-06-01 22:06:21","0.050","1000","2000","600 1","294"
"141447","Hs","T187323-TP53","hgnc_data_mat.csv","2018-06-01 18:06:09","0.050","1000","2000","600 1","294"
"141448","Hs","T187324-TP53","hgnc_data_mat.csv","2018-06-04 08:06:55","0.050","1000","2000","600 1","294"
"141449","Hs","T187325-TP53","hgnc_data_mat.csv","2018-06-04 14:05:43","0.050","1000","2000","600 1","294"
"141450","Hs","T187326-TP53","hgnc_data_mat.csv","2018-06-02 00:13:28","0.050","1000","2000","600 1","294"
"141451","Hs","T166092-VEGFA","hgnc_data_mat.csv","2018-06-02 14:06:49","0.050","1000","2000","600 1","294"
"141452","Hs","T166093-VEGFA","hgnc_data_mat.csv","2018-06-04 14:06:20","0.050","1000","2000","600 1","294"
"141453","Hs","T166095-VEGFA","hgnc_data_mat.csv","2018-06-01 18:06:44","0.050","1000","2000","600 1","294"
"141454","Hs","T166096-VEGFA","hgnc_data_mat.csv","2018-06-02 18:07:33","0.050","1000","2000","600 1","294"
"141455","Hs","T166098-VEGFA","hgnc_data_mat.csv","2018-06-02 12:06:23","0.050","1000","2000","600 1","294"
"141456","Hs","T166099-VEGFA","hgnc_data_mat.csv","2018-06-03 22:06:12","0.050","1000","2000","600 1","294"
"141457","Hs","T166100-VEGFA","hgnc_data_mat.csv","2018-06-01 08:05:59","0.050","1000","2000","600 1","294"
"141458","Hs","T166101-VEGFA","hgnc_data_mat.csv","2018-06-05 08:06:18","0.050","1000","2000","600 1","294"
"141459","Hs","T075400-APOE","hgnc_data_mat.csv","2018-06-04 00:07:46","0.050","1000","2000","600 1","294"
"141460","Hs","T075401-APOE","hgnc_data_mat.csv","2018-06-02 20:06:48","0.050","1000","2000","600 1","294"
"141461","Hs","T075402-APOE","hgnc_data_mat.csv","2018-05-31 20:05:56","0.050","1000","2000","600 1","294"
"141462","Hs","T075403-APOE","hgnc_data_mat.csv","2018-06-02 22:07:31","0.050","1000","2000","600 1","294"
"141463","Hs","T075404-APOE","hgnc_data_mat.csv","2018-06-03 06:06:13","0.050","1000","2000","600 1","294"
"141464","Hs","T075406-APOE","hgnc_data_mat.csv","2018-06-04 14:06:58","0.050","1000","2000","600 1","294"
"141465","Hs","T081166-MTHFR","hgnc_data_mat.csv","2018-06-04 10:07:16","0.050","1000","2000","600 1","294"
"141466","Hs","T081167-MTHFR","hgnc_data_mat.csv","2018-06-03 20:09:25","0.050","1000","2000","600 1","294"
"141467","Hs","T081168-MTHFR","hgnc_data_mat.csv","2018-06-03 22:06:49","0.050","1000","2000","600 1","294"
"141468","Hs","T081169-MTHFR","hgnc_data_mat.csv","2018-06-01 22:06:56","0.050","1000","2000","600 1","294"
"141469","Hs","T081170-MTHFR","hgnc_data_mat.csv","2018-06-02 12:06:57","0.050","1000","2000","600 1","294"
"141470","Hs","T081174-MTHFR","hgnc_data_mat.csv","2018-06-02 14:07:24","0.050","1000","2000","600 1","294"
"141471","Hs","T081175-MTHFR","hgnc_data_mat.csv","2018-06-03 16:06:36","0.050","1000","2000","600 1","294"
"141472","Hs","T081176-MTHFR","hgnc_data_mat.csv","2018-06-08 22:05:36","0.050","1000","2000","600 1","294"
"141473","Hs","T081177-MTHFR","hgnc_data_mat.csv","2018-06-04 20:05:41","0.050","1000","2000","600 1","294"
"141474","Hs","T051258-TGFB1","hgnc_data_mat.csv","2018-06-05 16:05:58","0.050","1000","2000","600 1","294"
"141475","Hs","T051259-TGFB1","hgnc_data_mat.csv","2018-06-07 04:05:37","0.050","1000","2000","600 1","294"
"141476","Hs","T051260-TGFB1","hgnc_data_mat.csv","2018-06-06 18:06:27","0.050","1000","2000","600 1","294"
"141477","Hs","T051261-TGFB1","hgnc_data_mat.csv","2018-06-02 10:05:48","0.050","1000","2000","600 1","294"
"141478","Hs","T074587-TGFB1","hgnc_data_mat.csv","2018-06-02 20:07:27","0.050","1000","2000","600 1","294"
"141479","Hs","T074588-TGFB1","hgnc_data_mat.csv","2018-06-02 12:07:37","0.050","1000","2000","600 1","294"
"141480","Hs","T074598-TGFB1","hgnc_data_mat.csv","2018-06-05 16:06:40","0.050","1000","2000","600 1","294"
"141481","Hs","T074599-TGFB1","hgnc_data_mat.csv","2018-06-02 08:07:36","0.050","1000","2000","600 1","294"
"141482","Hs","T074600-TGFB1","hgnc_data_mat.csv","2018-06-06 12:05:40","0.050","1000","2000","600 1","294"
"141483","Hs","T074601-TGFB1","hgnc_data_mat.csv","2018-06-03 10:07:44","0.050","1000","2000","600 1","294"
"141484","Hs","T074602-TGFB1","hgnc_data_mat.csv","2018-06-01 22:07:35","0.050","1000","2000","600 1","294"
"141485","Hs","T074603-TGFB1","hgnc_data_mat.csv","2018-06-03 12:06:25","0.050","1000","2000","600 1","294"
"141486","Hs","T074605-TGFB1","hgnc_data_mat.csv","2018-06-03 20:10:15","0.050","1000","2000","600 1","294"
"141487","Hs","T074606-TGFB1","hgnc_data_mat.csv","2018-06-04 02:07:33","0.050","1000","2000","600 1","294"
"141488","Hs","T074608-TGFB1","hgnc_data_mat.csv","2018-06-01 14:06:28","0.050","1000","2000","600 1","294"
"141489","Hs","T074609-TGFB1","hgnc_data_mat.csv","2018-06-04 20:06:19","0.050","1000","2000","600 1","294"
"141490","Hs","T074610-TGFB1","hgnc_data_mat.csv","2018-06-06 16:05:42","0.050","1000","2000","600 1","294"
"141491","Hs","T074611-TGFB1","hgnc_data_mat.csv","2018-06-04 18:06:13","0.050","1000","2000","600 1","294"
"141492","Hs","T035750-AKT1","hgnc_data_mat.csv","2018-06-06 18:07:06","0.050","1000","2000","600 1","294"
"141493","Hs","T035751-AKT1","hgnc_data_mat.csv","2018-06-01 12:05:41","0.050","1000","2000","600 1","294"
"141494","Hs","T163956-TNF","hgnc_data_mat.csv","2018-06-05 12:05:45","0.050","1000","2000","600 1","294"
"141495","Hs","T163962-TNF","hgnc_data_mat.csv","2018-06-04 04:06:16","0.050","1000","2000","600 1","294"
"141496","Hs","T163963-TNF","hgnc_data_mat.csv","2018-06-04 20:06:55","0.050","1000","2000","600 1","294"
"141497","Hs","T163964-TNF","hgnc_data_mat.csv","2018-06-03 16:07:13","0.050","1000","2000","600 1","294"
"141498","Hs","T163965-TNF","hgnc_data_mat.csv","2018-06-02 08:08:13","0.050","1000","2000","600 1","294"
"141499","Hs","T163966-TNF","hgnc_data_mat.csv","2018-06-05 10:05:42","0.050","1000","2000","600 1","294"
