rank ,gene,isoform
2.452291799155,EIF3E,T179666
2.45192793022954,TIMELESS,T027143
2.4502655386728303,DCAKD,T059414
2.447156682547,ZNF576,T075099
2.4458715463361003,RAD1,T153697
2.44486720177,RNF157,T063396
2.44103805007359,SRM,T080451
2.4401166279728748,UBN1,T051798
2.43976116705855,BRD2,T164597
2.4389243030541183,DDX39B,T163895
2.43464114321368,ZNF44,T069992
2.4322222752270912,NAIF1,T189949
2.4308700095989946,TLR4,T189066
2.4289679369932102,FCHO1,T071297
2.42845547560004,FUBP1,T096860
2.42819815023488,ERBB3,T027041
2.4279108753145,UBR2,T165863
2.424653116793105,PSRC1,T080188
2.4227183023891,YTHDF2,T093163
2.42210749513637,SMPD1,T016473
2.4218309485629828,KCTD14,T018758
2.41995447130586,CPNE8,T024808
2.417457479749126,NR3C1,T149989
2.4170841812744963,PAN3,T032301
2.4149514019286653,CHIT1,T088086
2.4096723530045727,NAA50,T127584
2.40713317036866,SPDYC,T016721
2.4058552321745537,ACADS,T021997
2.40573688261578,NEIL1,T046603
2.4026902623375,VPS11,T010561
2.4004728175915986,ZMIZ1,T007257
2.40021804656,HM13,T099470
2.3998852026908453,ACBD5,T003801
2.3980650668636603,SGMS2,T138716
2.39756531042363,FURIN,T047894
2.396571345600183,GTF2E1,T128064
2.3965581797862803,PKN3,T190141
2.396037590403548,CTNNB1,T134674
2.3948727695011383,LDOC1,T197824
2.3926713567158298,C1orf96,T090730
2.3918746576016097,IRAK3,T028166
2.391686921497,DUSP15,T099558
2.3913464479961033,AGFG1,T119744
2.3894731997386103,ZSCAN12,T163223
2.389305061716,HEPH,T200714
2.387435119686,C19orf48,T077187
2.3815512726792947,SLC4A8,T025958
2.381443753866749,PPFIBP1,T024324
2.3805049277257297,SPG20,T032755
2.379537433393,HGF,T177660
2.378901616321292,MAN2A1,T147546
2.3788008101865,ATP11B,T132146
2.3760432493468,UBE2N,T030377
2.3739388628771967,C16orf73,T049395
2.3726541846827662,ISPD,T173340
2.3708416809149,CCNO,T154584
2.3705562417579102,IQSEC3,T024058
2.3680843199089,HOXD8,T115096
2.3672567738961403,TDP1,T041249
2.365884675364355,CLVS1,T185652
2.3655221989998303,SETD4,T104924
2.3643108710091005,INPP5K,T055587
2.3635042804890003,SRCRB4D,T177316
2.362042709146705,BST2,T071233
2.3619771577552404,RANBP3,T078765
2.3612406180858,CLDN7,T062734
2.36049635035198,ECHDC1,T158784
2.3584642584112347,ASAH1,T182788
2.3546226313337995,ARHGDIA,T064933
2.353892810796841,FAM3A,T198496
2.3525534726831183,BIRC2,T008931
2.351647205924822,RARA,T058100
2.3501363274969664,SRPRB,T129282
2.3491432221408437,QSER1,T013597
2.3470109478072003,POLR1B,T111047
2.3449930668832795,PDLIM1,T008409
2.343047379804619,AGGF1,T155853
2.339942614325,AGFG1,T119748
2.338124234943585,PSMG1,T105234
2.3368605122789456,VARS2,T163770
2.335102600750784,DPYSL3,T150222
2.3350727578406096,TMBIM6,T025700
2.3331878340559,DDX51,T023130
2.3330943565971003,FURIN,T047895
2.332622062965663,ARHGDIA,T064932
2.332017084879575,ZFP42,T142746
2.3319172033488758,GPX7,T095327
2.3285932891232033,MLF2,T028323
2.3276355258733696,C14orf119,T036988
2.3271057372071153,TTTY15,T201635
2.3257943753391155,KIAA1432,T193483
2.3257588396323188,NFKB1,T138436
2.3248754869610697,PTP4A1,T167164
2.324304891236177,HNRPDL,T146292
2.32294890987157,PDZD4,T198274
2.321711286464,WFDC3,T101315
2.3208244938603952,C14orf43,T040331
2.31773374524709,C9orf135,T193749
2.31689614477337,MASTL,T003787
2.31325503568045,PASK,T121095
2.3131351550800807,DCAF6,T085304
2.3113695482659997,EID1,T044177
2.31126689035714,MANSC1,T022587
2.31019948362171,CTBP2,T002198
2.3100351246968964,HNRNPUL2,T016030
2.3080663283886,SH2B3,T021091
2.3056543214845098,ID2,T126013
2.3028955494096817,CXCL1,T145501
2.302215175801,SHCBP1L,T086419
2.3006689271076,MCM5,T108173
2.2992235292663508,PTMS,T028367
2.2988116738945,MRC2,T061548
2.297231842763281,KLF13,T042632
2.29657901252697,HAS3,T053383
2.29562542563575,FBXW11,T152131
2.29486902451033,PPFIA3,T076655
2.28914723284664,SLC16A1,T080732
2.28751865067052,S100A9,T082724
2.2835188592444733,ERAP1,T156975
2.282734942435036,WDFY4,T005038
2.280166728961898,GOLGA7,T184735
2.27861339940534,MBOAT7,T077877
2.2774958985758453,CHEK2,T107438
2.275014942476,LIX1,T157013
2.2744330253363,MTUS1,T182711
2.27437072979298,APBB2,T143861
2.2729909567163,SEPHS1,T002573
2.272559938779,PIGB,T044675
2.27228275358886,CCDC90B,T019066
2.271981712030253,TP53INP1,T187325
2.2712191783398827,SKI,T089644
2.2702133994433997,DDX18,T111573
2.2700184110684,SETD7,T139976
2.2698196840594,RGS19,T103598
2.2696851517530923,FLVCR1,T089492
2.2696444204677664,HEG1,T128445
2.2691057124718963,GCN1L1,T021852
2.268867788684775,UBL3,T032428
2.267875697512,POLR3G,T156589
2.267641196491398,MMRN2,T007699
2.26659462460207,MRPL18,T161518
2.2650219505910134,ANKRD42,T019047
2.26433669983538,RHOB,T117603
2.2627566320053054,MYH9,T108349
2.2620572117435715,FOXP1,T137239
2.2594742128620258,DOM3Z,T164289
2.2545699649455,OPRL1,T103602
2.253102103175162,PLEKHA5,T023751
2.2530672101420803,GPS2,T062786
2.252643452822268,APOOL,T201376
2.2439256963687004,HNRNPH1,T152946
2.2435505154804,B9D1,T056113
2.2408875851875,SHARPIN,T182382
2.2401277215391118,SF1,T016579
2.2384094139495097,ZNF496,T092232
2.235187275687818,LACTB2,T186260
2.2327535166876347,USP32,T061411
2.232209142383712,ALYREF,T064958
2.2305054083127343,NR3C1,T149990
2.229560557509652,TRIB1,T180577
2.228548297062954,TRMT2B,T195814
2.2282950658757366,SBNO1,T022467
2.2277018414630003,ALKBH7,T078833
2.22566649707032,EEF1A2,T103397
2.22559843140716,GSTP1,T017641
2.2255945553112833,ACTL10,T099882
2.224846361084,C1orf182,T083596
2.22462863656344,SNHG3,T093124
2.224355566637099,TAF13,T080138
2.222065134754,USP2,T010633
2.2177732651317017,DUSP22,T163342
2.2175683435012,TCIRG1,T017706
2.2156981450830813,LCLAT1,T122111
2.2156157518949,RPS7P7,T143966
2.21375969891196,SOX6,T012175
2.2124277013078806,STX3,T015347
2.2101290593136604,FKBP2,T016374
2.2089574629332005,MIR3661,T148821
2.205791638286353,PKP3,T014168
2.2048410292403693,THADA,T122994
2.203896438422,PRKACA,T070608
2.201112412363535,OTX1,T124182
2.199429802390305,C11orf84,T016269
2.19754165303453,SESN3,T019742
2.1958927604408247,LANCL3,T199382
2.1957122543283054,FUCA2,T160106
2.19384003067302,MS4A4E,T015400
2.19321189759892,ARL3,T000509
2.1922304254763203,TRIM39,T163538
2.19150959832659,HIST1H2BH,T162978
2.189645993161201,RAMP2,T058837
2.1894929306271385,MARCKS,T158085
2.189269468444463,BIN2,T025947
2.1889818563406798,HSP90AA1,T035413
2.1888197329877097,SPATA24,T149407
2.18699798719347,GPR87,T130439
2.1853505466180003,PPP1R36,T039557
2.18480246133593,ASCC2,T107571
2.18366475713381,RNU4ATAC3P,T034658
2.18299547783804,OSGEP,T036254
2.1828445507883707,ZNF777,T172394
2.1798049758317437,MIR4482-1,T000761
2.17865781374633,GCA,T114177
2.177444527047732,SERPINB1,T163233
2.1746621330230003,YWHAQ,T126515
2.1746404197708697,REXO2,T009966
2.1737022099565344,HERPUD2,T175024
2.1735312572649503,MALL,T110942
2.1724899110858003,TMCC1,T129009
2.169651100293564,"TLR6,p5",T143638
2.168251578997756,EIF2C2,T181903
2.16781075510308,HK1,T006291
2.16764410817004,ZFP2,T152887
2.1669634190814953,DMKN,T073221
2.1667890489263,WBSCR27,T177057
2.166484287035595,TEAD4,T024497
2.1663826636147583,IFT122,T128921
2.1662116134118,SON,T104726
2.1622269170096,MTND4P24,T196982
2.1608227204791888,ACTR3,T111432
2.160518529503253,CHST3,T006602
2.1597669363590883,INSR,T079158
2.159451531036,MAP3K9,T040135
2.15868718028404,FOXP1,T137229
2.158556990831,CEP250,T100124
2.15798933450286,FAM174A,T157120
2.157180869622794,FKBP3,T038254
2.1565308875968703,BRD1,T109978
2.155552589266645,PRTFDC1,T003656
2.155160731472934,CSTF1,T102574
2.1548668693281448,GAL,T017763
2.1543410829275302,SRPK2,T169247
2.152183490140371,TESC,T021618
2.150666336264293,ADAM8,T002694
2.14813771962076,COL5A3,T069349
2.1476821079245703,TXNRD2,T106626
2.147433904866725,TMSB15B,T196105
2.146070548933565,GSTP1,T017637
2.1431483474158903,FAM69A,T097898
2.142140654711355,FAM98A,T122276
2.135384804167705,YTHDF3,T185784
2.13392622184951,NSMAF,T185539
2.132994114899628,KDM4A,T094668
2.1318578762773304,ULK2,T056208
2.128447571045803,APPBP2,T061426
2.127510283319144,TNFSF13,T063573
2.125490501064,GRK4,T143368
2.1222612862479,SCAND2,T047297
2.1214616952653,EBF1,T151464
2.1212938539695703,ZBTB5,T193235
2.1200786156896,EMP2,T048533
2.119741475776241,ZNF271,T066826
2.1190681580849997,TLE4,T194246
2.117933135813,AIMP1,T138669
2.11788645369933,CORO1C,T020740
2.1145338804877998,CREBZF,T019201
2.112945077647919,CASP8,T117295
2.1118852866834,ZNF800,T170521
2.1080186730964,GRPR,T198651
2.10728799572042,RQCD1,T118969
2.106963194964768,XPOT,T027886
2.1062658274657,SRSF2,T063629
2.106034861708449,RANGRF,T065463
2.105986073350844,"ALG11,p1",T033840
2.10175144588004,TAF10,T017336
2.1004028666488863,KIAA1324L,T177872
2.0932227743229808,HLCS,T104990
2.0929798957511223,SOX15,T063677
2.092185022248164,TTC32,T117088
2.0917401813608847,PRKAR1A,T062235
2.091378610099723,ZNF570,T073667
2.088940610312661,NASP,T094903
2.087423510183413,SLC39A10,T116792
2.085096319756265,RFWD2,T085962
2.08465734309092,BTF3L4,T095296
2.0832012756074603,UNC119,T056623
2.08314618767911,SPTSSB,T131200
2.0788656866894395,RPIA,T126070
2.0757861042270203,PPP1R7,T121096
2.07458806792084,LIN28A,T092751
2.0720137927796523,GNG2,T038582
2.069631025049921,MBD3,T070957
2.069450655410468,TMEM150A,T125708
2.069384391105346,ZNF181,T072902
2.0692169995901994,TAB2,T160488
2.0689639180462,C10orf111,T002946
2.068895626226696,WDR1,T138340
2.0684516099579997,ESCO2,T183926
2.067165002189193,ENTPD4,T183440
2.06370246972291,VASP,T075698
2.060409458756542,MTSS1,T180479
2.059337185296616,ASCC1,T006642
2.0591417868594437,BRF1,T035842
2.0590560164135,WNT1,T025528
2.0568798357736697,DHX58,T058665
2.0567524010413103,CACNG4,T062015
2.056636583799522,NFE2,T026720
2.05598912680263,PAK2,T133530
2.05576942602827,PTP4A1,T167163
2.054740765235,PROCA1,T056671
2.0546790056752533,SAMSN1,T103856
2.05240706729081,UIMC1,T152671
2.0513843554653985,CTDSP1,T118955
2.04989603851296,MAFG,T064978
2.049031466406,SLC39A1,T082944
2.046456838644696,OTUB1,T016298
2.0458428067802803,PUS7L,T025050
2.0453200847533997,ANKRD12,T069255
2.0428473555069,FBL,T074200
2.042091746718992,CCNE2,T187311
2.041767769170013,ST6GAL1,T132707
2.0381750924755,PROM1,T141336
2.0373134328358002,TMEM116,T021127
2.032405446013224,DDX5,T061839
2.0314024152388717,RPL21,T032207
2.03125910842145,PCDHB4,T149632
2.0306315279732,TMPRSS5,T009892
2.03021304982856,PPIF,T007329
2.0274071898071,ADCYAP1,T069211
2.024121951489752,HMGCL,T091715
2.0226454764331834,PRR14,T050943
2.020645050376941,MYBBP1A,T059616
2.0205214036711934,KLF15,T128533
2.019878406197773,NR4A2,T113680
2.019125720316725,MORF4L1,T046887
2.014404376539945,LSM2,T164194
2.0113824320256075,FAM26E,T158193
2.0085314147259,LYRM5,T024180
2.0080147305250002,TAF6,T178937
2.007479497205191,LIN9,T090487
2.00588458294588,DLX1,T114760
2.0056100760387348,TRIM7,T153216
2.005601300682287,SNORD99,T093139
2.0019015289807416,ILF3,T069636
2.00149080406507,PPM1H,T027794
1.99848264291592,KRT5,T026248
1.9983594032075,CSTF2T,T005233
1.996746938410224,KLF11,T110339
1.9964966436983296,"TRIM59,p8",T131146
1.9951890248331048,PDE4D,T154810
1.9940855373607096,METTL17,T036361
1.9940154672724757,RAD9B,T020988
1.9935075519041001,SFN,T092819
1.9920298903878702,TNFRSF13C,T109295
1.991512747529281,POLR2M,T044882
1.990867172220635,UNC45A,T047939
1.9889859691348701,ZMYND11,T003212
1.9881337406265,SEPHS1,T002569
1.987952708043066,WDR46,T164720
1.9878680146006,RABIF,T087964
1.98360744937152,LRRC27,T002590
1.9806545359575,AMPD3,T009090
1.9804657196410704,TRIM56,T168824
1.97737221171662,OSBPL5,T013515
1.9759447919606752,LSM4,T071514
1.9756338404913347,SRRM2,T050289
1.9729844040140159,LRPPRC,T123020
1.9728048407816139,FAM126A,T173927
1.9683657416063405,LTBR,T027917
1.9656178487283817,SNHG10,T041887
1.9646137353768447,USP2,T010632
1.96425739695473,CALCA,T012102
1.96295430988117,NARS,T067920
1.9629209822492,CCPG1,T044687
1.9606072775141998,OPTN,T002495
1.9579284552726217,ODF2,T190087
1.957663067110377,NIPAL2,T187586
1.955190796998356,APPBP2,T061428
1.9532895375274,LAS1L,T200661
1.9530268576666998,RASA1,T156410
1.9521479112068651,CCDC61,T075798
1.951505764852764,LPXN,T015198
1.95108278488204,EPHX3,T070847
1.9502243140070001,TRIB2,T112068
1.9501268761274848,SMARCA2,T192115
1.9450744636603858,SMPDL3B,T093037
1.9441212947669813,SPON2,T139178
1.9399732194987211,HSF2BP,T105721
1.9398950884753001,RPP25,T046521
1.93978779379412,TRIB1,T180589
1.93956926659594,FARP2,T121148
1.939549555649,CNTRL,T189173
1.9389596961537299,EPHB6,T172134
1.9387274695030892,GRAMD3,T148251
1.9383010505788,TMTC4,T031005
1.9380959628613936,UBE2D3,T138543
1.9355634582734,UBQLN1,T194348
1.934619478532885,MANSC1,T022592
1.93389646351794,FMNL1,T059460
1.9333612530946624,KLF7,T117737
1.9333462150809,TNFRSF10C,T183388
1.93316524665593,PTPMT1,T014760
1.9327579995008002,ZNF335,T101413
1.93076289061861,DBF4B,T059265
1.9287468320988,RNF20,T188001
1.9286788950764149,ZMYND15,T059849
1.9285748197389998,RFX1,T070570
1.9219347034732912,LIAS,T143699
1.9202327538350001,GRK6,T152740
1.920106245055115,NIPAL4,T151367
1.9185315771188,TMEM48,T095439
1.9179075339108909,SET,T190130
1.9159565323857048,ARHGAP25,T124564
1.9145184590567,CACHD1,T096071
1.9124712976713119,C14orf178,T040835
1.9105772582941445,DCAKD,T059415
1.9098296752293,SP3,T114900
1.9090396966884748,AIDA,T090133
1.9087048595270415,DEAF1,T018005
1.9083544989099996,MMP28,T057359
1.9074305283394701,MAML1,T152997
1.9059455842196849,RFC2,T177132
1.90586972066712,RPL28,T078220
1.9046519605766177,PRCC,T083785
1.9041699668628582,ARL1,T020024
1.9033019029193798,S100A2,T082808
1.901794616152,PRR7,T152755
1.9008600591275,ARHGAP21,T003650
1.9005766149624,GPATCH1,T072723
1.9005234797132136,GART,T104728
1.895437582112129,SENP2,T132547
1.895230522301,PFKM,T025430
1.89220670778312,MIER2,T072790
1.8861360177074384,GGA1,T108613
1.8859508887826002,CCDC89,T019211
1.88568376515024,DHX33,T060837
1.88523060776094,CANT1,T064219
1.884551908608956,CXXC1,T067597
1.88376755145755,CLYBL,T030928
1.883111666618964,ADAR,T083098
1.882448798646,SCAMP3,T083294
1.88225441509256,MRPL14,T166153
1.88158102067046,PITX1,T148958
1.880299430082,ERMN,T113755
1.8791351906632,GPR77,T076123
1.8783172602877152,TSC22D3,T196234
1.87684447213821,ME2,T067629
1.8750758059689001,HEATR2,T177339
1.8749167085033402,CELF6,T046231
1.8740515947552263,KCNH2,T172643
1.8729496001351489,COL16A1,T093389
1.87114328951691,S1PR5,T069572
1.8665364083975848,FTSJD2,T165422
1.8650671004667,SPTBN1,T123600
1.86411149825757,MRPL21,T017781
1.86405953430558,RASA2,T129728
1.86266051012976,RILP,T055708
1.8624357617276006,SNORD38A,T094804
1.8601363659125003,SPTLC1,T194870
1.860092002850892,ANKLE1,T071191
1.859273498739288,MTX1,T083268
1.8584837037681,SIDT1,T127557
1.8579028934532749,GIT1,T056831
1.8578719828892647,KIAA0355,T072833
1.8577089299047602,TUBB,T163659
1.8568897443116,SETD7,T139982
1.856439549901,NUP188,T190197
1.85629448960574,SYNGAP1,T164797
1.8555758836396148,RAC3,T065083
1.8555339426520152,C3orf75,T135307
1.8542696304147,"HIST1H3B,p12",T162974
1.85369391342601,ARRDC3,T156641
1.85335988461514,RAPGEF5,T173813
1.852837761757665,KCNC3,T077026
1.851025785057951,SCYL1,T016942
1.8508362986805298,RNF32,T173140
1.849784371189,RNU5F-5P,T107577
1.84961134466478,IRF2BP2,T091151
1.84702467737407,IVNS1ABP,T086770
1.846782556773,EFNA1,T083228
1.846002477178,METTL12,T015974
1.84455265569641,NOTUM,T065014
1.842363406752472,SPATS2,T025646
1.839915238916,FLT4,T153136
1.8390156201685,DNMT3A,T121405
1.8385639587377882,NOTCH4,T164389
1.83719710581578,HMG20A,T046737
1.8352330866584667,FASTKD2,T117695
1.8340807174883704,MKI67,T002474
1.83134437607978,RAB11FIP4,T057014
1.830673728993484,KIAA0182,T054682
1.829492972240786,P4HB,T064906
1.8290173233917757,TRIM11,T090655
1.828881492417,SLC39A3,T072374
1.827641238005321,WDR20,T035430
1.8267513521862624,SMG6,T056370
1.82668290207919,ATN1,T028720
1.8260582031380002,TP53RK,T101556
1.824718240567865,DHODH,T053716
1.8245860497858,ANO4,T019981
1.8136502326503512,USP9X,T199583
1.8113996129362,ARHGAP35,T076024
1.8106729379155901,ZNF141,T143424
1.80945868861124,PAN3,T032296
1.809271022513748,ERLIN2,T184434
1.809233284180181,ODF2,T190092
1.8086930498438891,ATP9B,T069077
1.8041979647029,TXNDC17,T062065
1.8016324485644504,FNTB,T039635
1.8009157076268352,EIF4ENIF1,T107900
1.7991146377433398,AGTRAP,T081112
1.798388995642778,H2AFJ,T023398
1.798373023352345,SLC15A3,T015510
1.79831056027255,ANKRD18B,T192677
1.7969924974137632,C20orf24,T100336
1.7956615326987901,C4orf43,T141397
1.7922195934144483,SHC4,T044176
1.7869729172419881,RPL13P2,T101498
1.7850574675831898,TAC3,T027260
1.7824704292264801,SLC25A19,T063111
1.7824539444361829,TLCD1,T056697
1.7814866470400712,RPS8,T094800
1.7739140961854811,SSFA2,T116107
1.7678721521748302,APOL6,T108221
1.76447432935876,SIX2,T123114
1.7641820796363359,CBLC,T075354
1.7622956202603033,BRIX1,T153699
1.7614324332649811,LILRB4,T078013
1.76094958548376,ZNF763,T069954
1.7597408572239501,LIN37,T073303
1.759612800668025,PIGB,T044674
1.7595586093844933,HMGA1,T164907
1.75869180717495,DCAF16,T142159
1.757149194035353,CD63,T026920
1.7565882162580002,CREB5,T174531
1.75516017524721,MTPN,T171366
1.751697234101935,EBP,T200046
1.7515287119720202,LDLR,T069745
1.7500366315780251,C8orf73,T182189
1.748411653549949,HSBP1,T054436
1.7478119908639118,FLYWCH2,T050550
1.7454642904081898,PHPT1,T191435
1.74546238231083,STX5,T016070
1.7454464506184528,SFXN3,T000268
1.7451433920610602,KIAA0753,T062063
1.7451410085554808,BAZ1A,T037796
1.74446202432903,C1orf213,T091499
1.742710682604019,UBE2D2,T149432
1.7391035318937802,DHX9,T086417
1.7386241853746551,SCN9A,T114377
1.7385161244278802,MDK,T014517
1.7370595078821722,MBOAT1,T162447
1.7352226767121002,DEGS2,T035119
1.7349417544680852,MAST1,T070192
1.7311460945182882,CDK16,T199890
1.73088144932668,PBXIP1,T083151
1.729440070797,TGFBRAP1,T110697
1.7291771599958,RP9P,T174919
1.7289270359895,CAPN2,T090250
1.72026181138502,MAST2,T094940
1.7197931466721597,KIF3B,T099649
1.7192092091339999,RTKN,T125236
1.719005607938125,PRICKLE1,T024980
1.7147908981393842,MSL3,T196650
1.7147847229404811,UBE4A,T010386
1.71412628629215,PLXND1,T128980
1.7139054378322491,DLAT,T009761
1.713418195494984,RNF41,T027090
1.7122809716913998,GFPT1,T124638
1.711654379491081,IPO8,T024511
1.705113560931653,DYNC1I2,T114742
1.7023122446533998,PIGF,T123214
1.69872436917382,IL1RL1,T110527
1.6933864468846003,RPS20,T185375
1.69068327728602,RNF125,T066633
1.6889014375547602,CCDC3,T002499
1.6880208821785603,DHRS13,T056731
1.6859115341939102,ASAP3,T091564
1.68578972120945,RNF139,T180448
1.68574043712935,MON1B,T054067
1.683859776553376,SKP1,T148815
1.6812593615272249,"TNFSF12-TNFSF13,p6",T063491
1.6799452419241805,LPAR4,T201270
1.678895188536,CABP7,T107558
1.67879634209391,PAMR1,T014004
1.678624813154,MAP7,T159490
1.676291568173,DLK2,T166031
1.675950302596766,CCNH,T156444
1.6750637881453592,GINS4,T184742
1.6744043697231492,UBE2D2,T149431
1.66897856733536,LST1,T164019
1.6679854690435,SLC7A8,T037010
1.6673550576666198,CALM3,T075894
1.66501191853824,PPFIA2,T029615
1.66354564536973,FGFBP1,T141176
1.659553873368896,SLC25A1,T106548
1.6585375340845605,"TYW1,p5",T176776
1.6531686346370469,TNFAIP2,T035539
1.6528108463128228,RAB20,T031393
1.6527718750115798,UBE4B,T079761
1.652702470553483,SLC2A3,T029532
1.64723247433619,CFL2,T037793
1.6462207182135298,SNORA71C,T100612
1.6459161300476222,LMBR1,T173147
1.64407828019596,CDC14A,T079741
1.641521576805318,OSBPL8,T029240
1.6408141799160043,WRAP53,T063879
1.637025012204209,FOXP1,T137317
1.6368399302410002,TRIM54,T121651
1.6351274870488701,CTDSP1,T118948
1.6349419275754185,PKNOX1,T105615
1.6312857617658745,PHF1,T164779
1.627875159115248,DNAJC24,T013452
1.627679676015481,PDCD4,T001076
1.6254030917143352,FAM86A,T051995
1.62448678389824,TMEM55A,T187141
1.62415746723497,RAB17,T120674
1.6212884749106709,"HIST1H3A,p5",T163157
1.620703360212945,TUBGCP6,T110071
1.6188471759913858,CARM1,T069687
1.6161683202289263,KIF20A,T149241
1.613734269725,C19orf48,T077184
1.61260246886055,LOH12CR1,T022636
1.6124549220295747,LYPLA2,T091697
1.6124100166061612,NUP210,T129368
1.6122844864706383,SSR4P1,T106021
1.6120364218858,SNRNP40,T093328
1.611248635860412,RNF167,T060458
1.6097981142391542,UBE2K,T143729
1.6096659359675631,GPR137,T016425
1.60768423234332,DCAF13,T179454
1.6060318683880122,RNF10,T021965
1.60192168687086,ZBED4,T109981
1.5996695104668603,SORBS3,T183231
1.5982375380089542,BCAT1,T024122
1.596773031836535,CUL4B,T196815
1.59514370664,AKAP12,T160659
1.5942295800590602,C19orf55,T073342
1.5927175851548,KIAA0586,T039068
1.5895996008502098,USF1,T084667
1.589065571481123,PLEKHA3,T115290
1.5865730183515048,SKIV2L2,T154591
1.58630854958408,SOX11,T123883
1.5847645098492,MORF4L1,T046885
1.583629024688,SEMA4A,T083544
1.5812615013774798,GPANK1,T164109
1.5792191144455432,GAP43,T127726
1.5789466989476502,LMO7,T034308
1.5755438807488802,PTMA,T120118
1.5740371802178998,RLTPR,T053159
1.5734868348263003,TGFB3,T040663
1.5734753109777302,FAM120A,T195041
1.5720246099092832,WDR18,T079629
1.570311297322633,KXD1,T071607
1.5700587551036562,EVL,T035065
1.5657637322279,KCNH8,T133110
1.5637879301175002,EGLN2,T074434
1.563506439837105,ACP2,T014629
1.5634272535223663,MYO19,T057479
1.55801900280474,DUSP23,T084279
1.5573324381058031,CCNL1,T130889
1.55727865695649,ACBD5,T003799
1.5566885574126998,LYRM4,T166713
1.5563509916706348,MRPS15,T093992
1.5523667376527,MORF4L1P1,T089948
1.5479495647066208,LRRC42,T095454
1.5477883264373702,TALDO1,T018439
1.5460257285771832,F2RL3,T071136
1.5446384039899999,METAP2,T030555
1.5440897188036102,ENO2,T028679
1.5415594638058832,ERCC1,T075596
1.541145744117375,MRPL55,T090612
1.5405559000968,GTF3C2,T121669
1.5390172914840001,MICAL3,T106490
1.5388475061641003,BNC1,T047269
1.5388280258188998,ALKBH7,T078838
1.537827593482,CYB5RL,T095471
1.5364215150617,ZBTB9,T164820
1.5341316175353998,COX6B2,T078212
1.531146568418,SLC17A5,T167648
1.528253238861075,LAMA2,T158888
1.5279950747352813,PIH1D1,T076757
1.5267101953898998,KCTD15,T072782
1.526373128271,DKK3,T010688
1.5251050188242241,ARTN,T094689
1.5238571289796865,EMG1,T028817
1.5154290530701648,GABPB2,T082332
1.512879058856249,CXADR,T104020
1.510348556405001,DDAH1,T097284
1.50796608571732,ELMOD2,T140088
1.50784561947044,NCOA1,T121345
1.5043232462450222,COQ10B,T116942
1.5038588673399833,MLLT10,T003413
1.499048043970438,TRAIP,T135715
1.4959581702796998,ITFG3,T050351
1.491257955146935,SPRYD4,T027146
1.4897393130006198,NEDD8,T037375
1.48230967510277,RBFOX1,T052732
1.48115638590154,ZDHHC12,T190146
1.480436570852876,RAP1GDS1,T147115
1.47983905127373,MED6,T040121
1.473225589306949,C19orf48,T077183
1.4729681999863002,PAK1IP1,T157423
1.472875723934099,PLS3,T196579
1.4727723738568541,TTC4,T095515
1.470881035341,CBLB,T127064
1.4666402586267,NDUFA13,T071869
1.465932933768022,FABP7,T158510
1.465301348042804,C14orf129,T041950
1.4635283126129002,DSE,T158166
1.46271359676046,AKNA,T188828
1.4612464159876002,SSFA2,T116124
1.4610608350314,KLK11,T077278
1.4598316783042302,ANAPC13,T129340
1.4539901514928002,CHAC2,T123517
1.44711356263756,CCNI,T145848
1.444761601619384,TMEM167A,T156268
1.443723684746122,MAPKAPK5,T021118
1.4414197068634789,MCTP2,T048178
1.441226351103583,FAM40B,T170750
1.438593477519,"EDEM2,p1",T100091
1.436862871498514,CNOT8,T151243
1.434930252520791,DALRD3,T135543
1.4340874664063998,HNRNPA3,T115173
1.4340653245007042,KPNA4,T131166
1.427392431083349,CTH,T096580
1.425718362592295,ZNF785,T050923
1.424720269596315,MTFP1,T107697
1.4217939332710758,TRIM52,T153250
1.4190830069676,TBP,T162214
1.41902618678496,MIR3688-2,T141284
1.417901780298,FUS,T051172
1.4169475258004052,PNISR,T168584
1.4123510938802748,LYST,T091353
1.4070653231059609,"ERCC6,p3",T005096
1.4004279711863097,RWDD1,T158201
1.3969148153591102,CD276,T046295
1.39678613086567,SKIL,T131568
1.396273213420465,CD58,T081036
1.3946044698479751,C17orf28,T063023
1.39054528993164,PLB1,T121873
1.3869620685153,SNX12,T200826
1.386949858069771,DYSF,T124965
1.386823117949455,MUM1L1,T196145
1.3867126943612,RPA3,T177346
1.3854868678731198,GLB1L,T119125
1.384060763039197,RGL1,T086607
1.383903632401742,MAP2K3,T056312
1.383698802211622,MSL2,T129408
1.3835570175154701,DNA2,T006145
1.3834316651073,MORN3,T022141
1.3815037951032798,PRRT3,T138195
1.376587631911,SPRYD7,T033679
1.3758723828510002,IVD,T043432
1.3752333707928812,WDR73,T047299
1.3739938408469399,SDHAP3,T151523
1.3738160258461498,JAK1,T096126
1.372898929295955,RPS8,T094799
1.3723141047280147,MAZ,T050623
1.36970305275585,PTRHD1,T121347
1.3695395463886002,MED15,T106717
1.3683809668468,DNMT3A,T121396
1.3678148253122402,"STIL,p1",T095081
1.367718677056888,FAM83A,T180370
1.3649820891805602,PRDM4,T020613
1.3568501544942773,IST1,T053704
1.3549533346685498,HDGF,T083784
1.3538743876472,C18orf1,T065970
1.3489465922692,CKB,T035600
1.344427227007614,AIDA,T090137
1.34293989741955,MRPL18,T161514
1.339202418109545,DLEU2,T033710
