isoform	gene
T022173	BCL2L14
T022193	SETD1B
T022194	SETD1B
T022195	SETD1B
T022196	SETD1B
T022210	HPD
T022211	HPD
T022212	PSMD9
T022213	PSMD9
T022215	WDR66
T022216	WDR66
T022236	BCL7A
T022239	BCL7A
T022241	BCL7A
T022242	BCL7A
T022252	MLXIP
T022253	MLXIP
T022254	MLXIP
T022255	MLXIP
T022258	LRRC43
T022259	B3GNT4
T022260	B3GNT4
T022262	DIABLO
T022263	DIABLO
T022264	DIABLO
T022269	VPS33A
T022270	VPS33A
T022277	CLIP1
T022278	CLIP1
T022284	CLIP1
T022285	CLIP1
T022286	CLIP1
T022289	CLIP1
T022290	CLIP1
T022291	CLIP1
T022298	ZCCHC8
T022299	ZCCHC8
T022300	ZCCHC8
T022303	RSRC2
T022304	RSRC2
T022305	RSRC2
T022307	RSRC2
T022308	RSRC2
T022309	KNTC1
T022310	KNTC1
T022311	KNTC1
T022318	HCAR2
T022319	HCAR3
T022321	HCAR1
T022329	DENR
T022330	DENR
T022338	HIP1R
T022339	HIP1R
T022340	HIP1R
T022341	HIP1R
T022342	HIP1R
T022343	HIP1R
T022345	HIP1R
T022354	VPS37B
T022365	VPS37B
T022368	ABCB9
T022370	ABCB9
T022371	ABCB9
T022372	ABCB9
T022373	OGFOD2
T022374	OGFOD2
T022375	ARL6IP4
T022376	ARL6IP4
T022377	ARL6IP4
T022378	ARL6IP4
T022379	ARL6IP4
T022380	ARL6IP4
T022381	ARL6IP4
T022382	ABCB9
T022383	ARL6IP4
T022384	ARL6IP4
T022394	PITPNM2
T022403	PITPNM2
T022414	PITPNM2
T022415	PITPNM2
T022416	PITPNM2
T022417	PITPNM2
T022428	C12orf65
T022429	MPHOSPH9
T022431	C12orf65
T022432	C12orf65
T022433	C12orf65
T022434	C12orf65
T022446	CDK2AP1
T022450	CDK2AP1
T022451	CDK2AP1
T022453	CDK2AP1
T022454	CDK2AP1
T022455	CDK2AP1
T022457	CDK2AP1
T022458	CDK2AP1
T022459	CDK2AP1
T022460	CDK2AP1
T022461	CDK2AP1
T022462	CDK2AP1
T022463	CDK2AP1
T022464	SBNO1
T022465	SBNO1
T022466	SBNO1
T022467	SBNO1
T022468	SBNO1
T022470	SBNO1
T022471	KMT5A
T022472	KMT5A
T022473	KMT5A
T022474	KMT5A
T022479	RILPL2
T022480	RILPL2
T022483	RILPL2
T022484	RILPL2
T022486	SNRNP35
T022487	SNRNP35
T022490	LRP6
T022493	RILPL1
T022494	RILPL1
T022495	RILPL1
T022496	RILPL1
T022497	RILPL1
T022499	TMED2
T022500	TMED2
T022501	TMED2
T022506	DDX55
T022507	DDX55
T022509	EIF2B1
T022510	EIF2B1
T022511	GTF2H3
T022512	GTF2H3
T022513	GTF2H3
T022514	TCTN2
T022515	TCTN2
T022516	TCTN2
T022518	ATP6V0A2
T022519	ATP6V0A2
T022520	LRP6
T022521	LRP6
T022522	LRP6
T022523	LRP6
T022528	DNAH10
T022534	DNAH10
T022542	CCDC92
T022543	CCDC92
T022544	CCDC92
T022545	CCDC92
T022546	CCDC92
T022547	CCDC92
T022548	CCDC92
T022549	CCDC92
T022550	CCDC92
T022551	CCDC92
T022552	CCDC92
T022553	CCDC92
T022554	ZNF664
T022555	ZNF664
T022557	ZNF664
T022563	RFLNA
T022564	RFLNA
T022566	NCOR2
T022568	NCOR2
T022574	NCOR2
T022575	NCOR2
T022578	NCOR2
T022587	MANSC1
T022588	MANSC1
T022591	MANSC1
T022592	MANSC1
T022610	NCOR2
T022612	NCOR2
T022613	NCOR2
T022614	NCOR2
T022615	NCOR2
T022616	NCOR2
T022617	NCOR2
T022619	MANSC1
T022620	MANSC1
T022621	MANSC1
T022622	MANSC1
T022626	NCOR2
T022627	NCOR2
T022630	LOH12CR2
T022631	BORCS5
T022632	BORCS5
T022633	BORCS5
T022634	BORCS5
T022636	BORCS5
T022638	BORCS5
T022665	SCARB1
T022666	SCARB1
T022667	SCARB1
T022668	SCARB1
T022674	UBC
T022677	UBC
T022683	UBC
T022684	UBC
T022685	UBC
T022686	UBC
T022687	UBC
T022697	UBC
T022703	RPL22P19
T022705	DHX37
T022706	DHX37
T022707	BRI3BP
T022708	BRI3BP
T022710	BRI3BP
T022713	BRI3BP
T022716	AACS
T022717	AACS
T022718	AACS
T022724	TMEM132B
T022725	TMEM132B
T022745	TMEM132B
T022773	DUSP16
T022775	DUSP16
T022783	DUSP16
T022785	DUSP16
T022789	DUSP16
T022790	DUSP16
T022791	DUSP16
T022792	DUSP16
T022793	DUSP16
T022794	DUSP16
T022795	DUSP16
T022796	DUSP16
T022797	DUSP16
T022816	CREBL2
T022817	CREBL2
T022818	CREBL2
T022841	CREBL2
T022851	GPR19
T022852	GPR19
T022856	GPR19
T022857	GPR19
T022868	CDKN1B
T022869	CDKN1B
T022870	CDKN1B
T022872	CDKN1B
T022874	CDKN1B
T022882	TMEM132C
T022888	APOLD1
T022889	APOLD1
T022890	APOLD1
T022891	APOLD1
T022915	SLC15A4
T022920	SLC15A4
T022921	SLC15A4
T022923	GLT1D1
T022933	APOLD1
T022938	DDX47
T022939	DDX47
T022940	DDX47
T022942	DDX47
T022943	DDX47
T022952	RPL13AP20
T022959	TMEM132D
T022963	GPRC5A
T022964	GPRC5A
T022987	FZD10
T022988	FZD10
T023001	MIR614
T023035	RIMBP2
T023045	STX2
T023046	STX2
T023047	STX2
T023050	RAN
T023054	ADGRD1
T023056	ADGRD1
T023063	HEBP1
T023064	HEBP1
T023065	HEBP1
T023066	HTR7P1
T023079	FAM234B
T023080	FAM234B
T023085	SFSWAP
T023089	MMP17
T023093	ULK1
T023094	ULK1
T023096	ULK1
T023099	PUS1
T023100	PUS1
T023101	PUS1
T023102	EP400
T023103	EP400
T023107	GSG1
T023112	SNORA49
T023125	GSG1
T023127	EP400NL
T023128	EP400NL
T023130	DDX51
T023131	NOC4L
T023147	GALNT9
T023153	GALNT9
T023183	FBRSL1
T023186	FBRSL1
T023187	FBRSL1
T023188	FBRSL1
T023192	FBRSL1
T023194	FBRSL1
T023195	FBRSL1
T023204	POLE
T023206	POLE
T023207	POLE
T023208	PXMP2
T023213	PGAM5
T023214	PGAM5
T023215	PGAM5
T023216	PGAM5
T023219	ANKLE2
T023226	ANKLE2
T023227	ANKLE2
T023228	ANKLE2
T023233	RPS11P5
T023234	RPS11P5
T023236	RPS11P5
T023237	GOLGA3
T023238	GOLGA3
T023239	GOLGA3
T023240	GOLGA3
T023241	GOLGA3
T023255	CHFR
T023256	CHFR
T023261	EMP1
T023262	EMP1
T023263	EMP1
T023264	EMP1
T023266	EMP1
T023269	ZNF605
T023271	ZNF26
T023272	ZNF26
T023273	ZNF26
T023277	ZNF84
T023278	ZNF84
T023279	ZNF84
T023280	ZNF84
T023281	ZNF84
T023283	ZNF140
T023285	ZNF140
T023298	ZNF891
T023299	ZNF891
T023300	ZNF891
T023301	ZNF10
T023302	ZNF10
T023303	ZNF268
T023304	ZNF268
T023358	ATF7IP
T023359	ATF7IP
T023360	ATF7IP
T023361	ATF7IP
T023364	ATF7IP
T023365	ATF7IP
T023366	ATF7IP
T023370	ATF7IP
T023376	PLBD1
T023377	PLBD1
T023393	HIST4H4
T023394	HIST4H4
T023396	H2AFJ
T023398	H2AFJ
T023399	WBP11
T023400	WBP11
T023403	C12orf60
T023405	WBP11
T023406	WBP11
T023407	C12orf60
T023408	C12orf60
T023410	SMCO3
T023412	ART4
T023425	MGP
T023438	ERP27
T023460	ARHGDIB
T023461	ARHGDIB
T023464	ARHGDIB
T023465	ARHGDIB
T023466	ARHGDIB
T023470	ARHGDIB
T023471	ARHGDIB
T023472	ARHGDIB
T023473	ARHGDIB
T023475	ARHGDIB
T023476	ARHGDIB
T023494	RERG
T023495	RERG
T023498	RERG
T023507	PTPRO
T023511	PTPRO
T023516	EPS8
T023531	EPS8
T023533	EPS8
T023534	EPS8
T023540	EPS8
T023542	EPS8
T023544	EPS8
T023545	STRAP
T023546	STRAP
T023549	DERA
T023550	DERA
T023551	DERA
T023567	WNT5B
T023574	MGST1
T023577	MGST1
T023582	MGST1
T023583	MGST1
T023584	MGST1
T023585	MGST1
T023586	MGST1
T023601	LMO3
T023602	LMO3
T023604	LMO3
T023612	LMO3
T023614	LMO3
T023617	LMO3
T023618	LMO3
T023623	LMO3
T023647	FBXL14
T023650	FBXL14
T023651	FBXL14
T023652	FBXL14
T023670	WNT5B
T023674	WNT5B
T023688	ADIPOR2
T023717	ADIPOR2
T023719	ADIPOR2
T023725	CACNA2D4
T023735	PLEKHA5
T023736	PLEKHA5
T023738	PLEKHA5
T023751	PLEKHA5
T023754	PLEKHA5
T023756	PLEKHA5
T023766	AEBP2
T023767	AEBP2
T023768	AEBP2
T023769	AEBP2
T023770	AEBP2
T023772	AEBP2
T023778	AEBP2
T023801	CACNA2D4
T023813	PDE3A
T023815	PDE3A
T023846	SLCO1C1
T023862	DCP1B
T023879	PYROXD1
T023880	PYROXD1
T023882	CACNA1C
T023883	CACNA1C
T023884	CACNA1C
T023885	CACNA1C
T023887	CACNA1C
T023889	RECQL
T023890	RECQL
T023891	RECQL
T023892	GOLT1B
T023893	GOLT1B
T023894	GOLT1B
T023895	GOLT1B
T023897	SPX
T023907	SPX
T023912	SPX
T023917	LDHB
T023924	LDHB
T023930	KCNJ8
T023931	KCNJ8
T023933	KCNJ8
T023946	ABCC9
T023947	ABCC9
T023949	ABCC9
T023950	ABCC9
T023951	ABCC9
T023954	CMAS
T023955	CMAS
T023956	CMAS
T023966	ST8SIA1
T023967	ST8SIA1
T023968	ST8SIA1
T023974	C2CD5
T023976	C2CD5
T023977	ETNK1
T023978	ETNK1
T023979	ETNK1
T023980	ETNK1
T023981	ETNK1
T023984	ETNK1
T024015	SOX5
T024017	SOX5
T024018	SOX5
T024042	SOX5
T024058	IQSEC3
T024092	BCAT1
T024093	BCAT1
T024094	BCAT1
T024099	BCAT1
T024110	BCAT1
T024113	BCAT1
T024116	BCAT1
T024120	BCAT1
T024121	BCAT1
T024122	BCAT1
T024124	BCAT1
T024130	DAD1P1
T024131	BCAT1
T024132	BCAT1
T024133	BCAT1
T024134	BCAT1
T024135	BCAT1
T024152	LRMP
T024156	LRMP
T024158	LRMP
T024177	CASC1
T024180	ETFRF1
T024184	KRAS
T024185	KRAS
T024207	LMNTD1
T024214	RASSF8
T024215	RASSF8
T024217	RASSF8
T024218	RASSF8
T024219	RASSF8
T024220	RASSF8
T024231	SSPN
T024236	BHLHE41
T024237	BHLHE41
T024243	BHLHE41
T024244	BHLHE41
T024245	BHLHE41
T024246	BHLHE41
T024253	SSPN
T024254	SSPN
T024255	SSPN
T024256	SSPN
T024272	ITPR2
T024273	ITPR2
T024275	ITPR2
T024280	ITPR2
T024281	ITPR2
T024282	ITPR2
T024283	ITPR2
T024284	ITPR2
T024285	ITPR2
T024286	INTS13
T024287	INTS13
T024288	INTS13
T024290	FGFR1OP2
T024291	FGFR1OP2
T024292	FGFR1OP2
T024293	FGFR1OP2
T024297	TM7SF3
T024298	TM7SF3
T024300	MED21
T024307	STK38L
T024308	STK38L
T024312	ARNTL2
T024314	ARNTL2
T024316	ARNTL2
T024324	PPFIBP1
T024330	MRPS35
T024336	KLHL42
T024337	KLHL42
T024338	KLHL42
T024345	CACNA1C-AS1
T024362	PTHLH
T024364	PTHLH
T024367	PTHLH
T024387	CCDC91
T024388	CCDC91
T024389	CCDC91
T024393	CCDC91
T024398	CCDC91
T024410	CCDC91
T024419	CBX3P4
T024420	CBX3P4
T024422	FKBP4
T024423	FKBP4
T024424	FKBP4
T024425	FKBP4
T024426	FKBP4
T024427	FKBP4
T024434	ITFG2
T024438	FAR2
T024439	FAR2
T024440	FAR2
T024442	FAR2
T024443	FAR2
T024452	FAR2
T024465	NRIP2
T024468	ERGIC2
T024469	ERGIC2
T024473	TMTC1
T024477	FOXM1
T024482	RHNO1
T024483	FOXM1
T024484	FOXM1
T024485	RHNO1
T024487	TMTC1
T024488	TULP3
T024489	TULP3
T024495	TEAD4
T024496	TEAD4
T024497	TEAD4
T024498	TEAD4
T024499	TEAD4
T024500	TEAD4
T024501	TEAD4
T024502	TEAD4
T024503	TEAD4
T024504	TEAD4
T024505	TEAD4
T024509	IPO8
T024510	IPO8
T024511	IPO8
T024516	CAPRIN2
T024518	CAPRIN2
T024519	CAPRIN2
T024520	CAPRIN2
T024521	CAPRIN2
T024540	TSPAN11
T024542	TSPAN11
T024549	DDX11
T024550	DDX11
T024562	FAM60A
T024563	FAM60A
T024565	FAM60A
T024566	FAM60A
T024567	FAM60A
T024569	FAM60A
T024571	FAM60A
T024585	DENND5B-AS1
T024586	DENND5B
T024587	DENND5B
T024588	DENND5B
T024589	DENND5B
T024590	DENND5B
T024591	DENND5B
T024593	DENND5B
T024594	DENND5B
T024599	ETFBKMT
T024600	ETFBKMT
T024602	TSPAN9
T024609	AMN1
T024610	AMN1
T024611	AMN1
T024637	H3F3C
T024651	KIAA1551
T024653	KIAA1551
T024656	KIAA1551
T024660	KIAA1551
T024666	BICD1
T024667	BICD1
T024668	BICD1
T024669	BICD1
T024671	BICD1
T024672	BICD1
T024673	BICD1
T024674	BICD1
T024675	BICD1
T024677	SLC6A12
T024679	SLC6A12
T024680	SLC6A12
T024682	SLC6A12
T024690	BICD1
T024694	FGD4
T024695	FGD4
T024702	FGD4
T024705	FGD4
T024706	FGD4
T024707	FGD4
T024708	FGD4
T024714	DNM1L
T024715	DNM1L
T024716	DNM1L
T024720	YARS2
T024721	YARS2
T024722	PKP2
T024728	PKP2
T024741	SYT10
T024747	TSPAN9
T024751	ALG10
T024765	PRMT8
T024771	SLC6A13
T024789	CRACR2A
T024790	CRACR2A
T024791	CRACR2A
T024793	ALG10B
T024799	PARP11
T024800	PARP11
T024802	CPNE8
T024803	CPNE8
T024804	CPNE8
T024805	CPNE8
T024807	CPNE8
T024808	CPNE8
T024815	KIF21A
T024825	PARP11
T024826	PARP11
T024829	KIF21A
T024831	KIF21A
T024832	KIF21A
T024833	KIF21A
T024838	ABCD2
T024839	ABCD2
T024850	RPL30P13
T024851	SLC2A13
T024852	SLC2A13
T024862	LRRK2
T024863	LRRK2
T024864	LRRK2
T024868	LRRK2
T024873	LRRK2
T024895	CNTN1
T024953	GXYLT1
T024954	GXYLT1
T024955	GXYLT1
T024958	YAF2
T024959	YAF2
T024960	YAF2
T024961	YAF2
T024962	YAF2
T024963	PPHLN1
T024966	ZCRB1
T024967	ZCRB1
T024968	PPHLN1
T024969	PPHLN1
T024976	PRICKLE1
T024977	PRICKLE1
T024978	PRICKLE1
T024979	PRICKLE1
T024980	PRICKLE1
T024982	PRICKLE1
T024983	PRICKLE1
T024990	KDM5A
T025011	CCND2
T025015	CCND2
T025023	CCND2
T025026	ADAMTS20
T025028	CCND2
T025029	CCND2
T025045	CCND2
T025050	PUS7L
T025051	PUS7L
T025052	IRAK4
T025053	TWF1
T025054	TWF1
T025055	TWF1
T025056	TWF1
T025057	TMEM117
T025058	TMEM117
T025059	TMEM117
T025061	TIGAR
T025089	NELL2
T025099	NELL2
T025101	NELL2
T025113	ANO6
T025116	ANO6
T025117	ANO6
T025118	ANO6
T025119	PLEKHA8P1
T025120	ANO6
T025121	ANO6
T025122	ANO6
T025124	ANO6
T025136	ANO6
T025151	ARID2
T025152	ARID2
T025153	ARID2
T025154	ARID2
T025155	ARID2
T025166	SCAF11
T025167	SCAF11
T025168	SCAF11
T025169	SCAF11
T025170	SCAF11
T025171	SCAF11
T025173	SCAF11
T025174	C12orf4
T025175	RAD51AP1
T025177	SLC38A1
T025182	SLC38A1
T025195	SLC38A1
T025199	SLC38A1
T025200	SLC38A1
T025202	SLC38A1
T025206	SLC38A1
T025208	SLC38A1
T025210	SLC38A1
T025211	SLC38A1
T025214	SLC38A1
T025215	SLC38A1
T025217	DYRK4
T025220	SLC38A2
T025221	SLC38A2
T025227	SLC38A2
T025232	SLC38A2
T025234	SLC38A2
T025235	SLC38A2
T025237	SLC38A2
T025238	SLC38A2
T025239	SLC38A2
T025279	DYRK4
T025280	DYRK4
T025292	SLC38A4
T025302	AMIGO2
T025304	AMIGO2
T025305	PCED1B
T025306	PCED1B
T025307	AMIGO2
T025308	AMIGO2
T025312	AMIGO2
T025316	AMIGO2
T025326	AKAP3
T025327	NDUFA9
T025335	PCED1B
T025337	PCED1B
T025338	PCED1B
T025365	RPAP3
T025366	RPAP3
T025376	RAPGEF3
T025377	RAPGEF3
T025379	RAPGEF3
T025381	RAPGEF3
T025382	SLC48A1
T025383	SLC48A1
T025384	RAPGEF3
T025385	RAPGEF3
T025391	SLC48A1
T025392	SLC48A1
T025394	HDAC7
T025395	HDAC7
T025398	HDAC7
T025402	VDR
T025405	VDR
T025416	VDR
T025420	TMEM106C
T025427	COL2A1
T025428	COL2A1
T025429	PFKM
T025430	PFKM
T025431	SENP1
T025432	SENP1
T025433	SENP1
T025434	SENP1
T025435	SENP1
T025436	PFKM
T025437	SENP1
T025438	PFKM
T025439	SENP1
T025440	SENP1
T025441	PFKM
T025442	PFKM
T025443	PFKM
T025451	ASB8
T025452	ASB8
T025453	ASB8
T025455	CCDC184
T025456	CCDC184
T025457	CCDC184
T025462	GALNT8
T025463	ZNF641
T025470	KANSL2
T025471	KANSL2
T025472	CCNT1
T025473	CCNT1
T025474	CCNT1
T025475	CCNT1
T025483	ADCY6
T025485	KCNA6
T025486	CACNB3
T025488	CACNB3
T025489	CACNB3
T025490	CACNB3
T025496	DDX23
T025497	DDX23
T025499	RND1
T025500	CCDC65
T025501	CCDC65
T025504	FKBP11
T025505	FKBP11
T025506	FKBP11
T025514	ARF3
T025515	ARF3
T025516	ARF3
T025517	ARF3
T025519	ARF3
T025521	WNT10B
T025528	WNT1
T025530	WNT1
T025541	DDN
T025545	DDN
T025551	PRKAG1
T025552	PRKAG1
T025553	PRKAG1
T025554	PRKAG1
T025556	PRKAG1
T025557	KMT2D
T025558	KMT2D
T025559	KMT2D
T025560	KMT2D
T025563	KMT2D
T025569	RHEBL1
T025570	RHEBL1
T025574	DHH
T025575	LMBR1L
T025576	LMBR1L
T025577	LMBR1L
T025582	TUBA1B
T025583	TUBA1B
T025585	TUBA1B
T025587	TUBA1B
T025589	TUBA1B
T025594	TUBA1A
T025596	TUBA1A
T025597	TUBA1A
T025598	TUBA1A
T025600	TUBA1A
T025601	TUBA1A
T025604	TUBA1A
T025605	TUBA1A
T025606	TUBA1C
T025608	TUBA1A
T025609	TUBA1A
T025610	TUBA1A
T025611	TUBA1A
T025624	TUBA1C
T025625	TUBA1C
T025626	TUBA1C
T025630	PRPH
T025637	TROAP
T025638	TROAP
T025641	C1QL4
T025642	DNAJC22
T025643	DNAJC22
T025646	SPATS2
T025647	SPATS2
T025648	SPATS2
T025649	SPATS2
T025650	SPATS2
T025652	KDM5A
T025653	CCDC77
T025654	CCDC77
T025655	KDM5A
T025656	KDM5A
T025659	KCNH3
T025662	MCRS1
T025664	MCRS1
T025665	PRPF40B
T025668	PRPF40B
T025669	PRPF40B
T025683	FMNL3
T025684	FMNL3
T025685	FMNL3
T025686	TMBIM6
T025687	TMBIM6
T025688	TMBIM6
T025689	TMBIM6
T025690	TMBIM6
T025691	TMBIM6
T025692	TMBIM6
T025693	TMBIM6
T025694	TMBIM6
T025696	TMBIM6
T025699	TMBIM6
T025700	TMBIM6
T025702	TMBIM6
T025703	TMBIM6
T025704	TMBIM6
T025705	TMBIM6
T025706	TMBIM6
T025707	TMBIM6
T025708	TMBIM6
T025709	TMBIM6
T025714	KCNA1
T025723	NCKAP5L
T025724	NCKAP5L
T025726	NCKAP5L
T025728	BCDIN3D
T025729	BCDIN3D
T025730	BCDIN3D
T025751	FAIM2
T025775	AQP5
T025786	RACGAP1
T025787	RACGAP1
T025788	ASIC1
T025789	ASIC1
T025790	ASIC1
T025792	SMARCD1
T025793	SMARCD1
T025794	SMARCD1
T025801	GPD1
T025808	COX14
T025809	COX14
T025810	COX14
T025812	CERS5
T025813	CERS5
T025818	LIMA1
T025821	LIMA1
T025823	LIMA1
T025828	LIMA1
T025830	LIMA1
T025833	LARP4
T025834	LARP4
T025835	LARP4
T025836	LARP4
T025840	DIP2B
T025841	DIP2B
T025842	DIP2B
T025843	DIP2B
T025844	DIP2B
T025860	CCDC77
T025861	CCDC77
T025865	ATF1
T025867	ATF1
T025868	ATF1
T025869	ATF1
T025872	METTL7A
T025873	METTL7A
T025874	METTL7A
T025876	METTL7A
T025879	METTL7A
T025880	METTL7A
T025881	METTL7A
T025882	METTL7A
T025887	SLC11A2
T025888	SLC11A2
T025891	SLC11A2
T025893	SLC11A2
T025894	SLC11A2
T025895	SLC11A2
T025896	SLC11A2
T025898	LETMD1
T025899	LETMD1
T025900	CSRNP2
T025903	KCNA5
T025906	KCNA5
T025907	TFCP2
T025908	TFCP2
T025909	TFCP2
T025910	POU6F1
T025911	POU6F1
T025912	POU6F1
T025913	POU6F1
T025914	POU6F1
T025915	POU6F1
T025916	DAZAP2
T025917	DAZAP2
T025918	DAZAP2
T025922	DAZAP2
T025932	SMAGP
T025933	SMAGP
T025934	SMAGP
T025936	SMAGP
T025938	SMAGP
T025939	SMAGP
T025940	SMAGP
T025945	BIN2
T025947	BIN2
T025955	SLC4A8
T025957	GALNT6
T025958	SLC4A8
T025959	GALNT6
T025960	SLC4A8
T025965	SLC4A8
T025966	SLC4A8
T025968	SLC4A8
T025978	SCN8A
T025979	SCN8A
T025980	SCN8A
T025997	ANKRD33
T026002	ACVRL1
T026005	ACVRL1
T026007	ACVRL1
T026010	ACVR1B
T026016	GRASP
T026017	GRASPOS
T026019	GRASP
T026033	NR4A1
T026034	NR4A1
T026035	NR4A1
T026036	NR4A1
T026039	NR4A1
T026044	NR4A1
T026053	NR4A1
T026054	NR4A1
T026056	NR4A1
T026057	ATG101
T026058	ATG101
T026088	KRT80
T026098	KRT7
T026101	KRT7
T026109	KRT7
T026114	KRT7
T026115	KRT7
T026119	KRT7
T026127	KRT86
T026138	KRT81
T026143	KRT81
T026183	KRT6A
T026248	KRT5
T026350	KRT8
T026353	KRT8
T026354	KRT8
T026355	KRT8
T026358	KRT8
T026359	KRT18
T026360	KRT18
T026362	KRT8
T026364	KRT8
T026365	KRT8
T026376	EIF4B
T026377	EIF4B
T026378	EIF4B
T026386	TNS2
T026391	TNS2
T026392	TNS2
T026393	TNS2
T026395	TNS2
T026397	TNS2
T026398	TNS2
T026399	SPRYD3
T026400	SPRYD3
T026402	IGFBP6
T026405	IGFBP6
T026414	HIGD1AP1
T026419	ZNF740
T026420	CSAD
T026421	ZNF740
T026422	CSAD
T026423	CSAD
T026424	ZNF740
T026425	CSAD
T026428	CSAD
T026435	ITGB7
T026441	RARG
T026442	RARG
T026443	RARG
T026444	RARG
T026449	RARG
T026450	RARG
T026452	MFSD5
T026453	MFSD5
T026454	MFSD5
T026455	ESPL1
T026456	ESPL1
T026457	ESPL1
T026463	PFDN5
T026464	PFDN5
T026467	C12orf10
T026468	C12orf10
T026469	C12orf10
T026470	C12orf10
T026471	C12orf10
T026472	C12orf10
T026474	AAAS
T026475	AAAS
T026476	AAAS
T026487	SP7
T026492	SP1
T026493	SP1
T026494	SP1
T026495	SP1
T026497	SP1
T026498	SP1
T026499	SP1
T026500	SP1
T026503	AMHR2
T026505	PRR13
T026507	PRR13
T026508	PRR13
T026509	PCBP2
T026510	PRR13
T026511	PRR13
T026512	PRR13
T026513	PCBP2
T026514	PCBP2
T026517	PCBP2
T026518	PCBP2
T026519	PCBP2
T026520	PCBP2
T026521	PCBP2
T026523	PCBP2
T026525	PCBP2
T026526	PCBP2
T026527	PCBP2
T026531	PCBP2
T026539	MAP3K12
T026540	MAP3K12
T026542	TARBP2
T026543	TARBP2
T026545	TARBP2
T026554	ATF7
T026555	ATF7
T026560	ATP5G2
T026561	ATP5G2
T026562	ATP5G2
T026563	ATP5G2
T026564	ATP5G2
T026565	ATP5G2
T026566	ATP5G2
T026567	ATP5G2
T026569	ATP5G2
T026573	CALCOCO1
T026574	CALCOCO1
T026583	HOXC13
T026585	HOXC13
T026588	HOXC13
T026608	HOXC11
T026610	HOXC11
T026612	HOXC11
T026619	HOXC10
T026620	HOXC10
T026621	HOXC10
T026623	HOXC10
T026625	HOXC5
T026627	HOXC5
T026628	HOXC5
T026629	HOXC5
T026630	HOXC10
T026631	HOXC10
T026632	HOXC10
T026633	HOXC10
T026634	HOXC6
T026635	HOXC9
T026640	HOXC9
T026641	HOXC9
T026642	HOXC9
T026643	HOXC9
T026650	HOXC8
T026653	HOXC4
T026654	HOXC4
T026655	HOXC5
T026657	HOXC6
T026658	HOXC6
T026659	HOXC6
T026661	HOXC5
T026675	HOXC4
T026676	HOXC4
T026677	HOXC4
T026679	HOXC6
T026688	SMUG1
T026691	CBX5
T026695	CBX5
T026696	CBX5
T026697	CBX5
T026702	CBX5
T026703	CBX5
T026704	CBX5
T026707	CBX5
T026708	HNRNPA1
T026709	HNRNPA1
T026711	HNRNPA1
T026720	NFE2
T026723	COPZ1
T026739	GPR84
T026746	ZNF385A
T026748	ZNF385A
T026750	ZNF385A
T026755	ZNF385A
T026759	ZNF385A
T026762	ITGA5
T026765	ITGA5
T026767	ITGA5
T026773	ITGA5
T026775	ITGA5
T026782	GTSF1
T026784	NCKAP1L
T026785	NCKAP1L
T026790	PDE1B
T026792	PDE1B
T026796	PPP1R1A
T026822	MUCL1
T026841	TESPA1
T026847	NTF3
T026850	NEUROD4
T026857	PHC1P1
T026864	METTL7B
T026865	METTL7B
T026867	METTL7B
T026873	ITGA7
T026878	ITGA7
T026886	BLOC1S1
T026887	BLOC1S1
T026888	BLOC1S1
T026889	BLOC1S1
T026890	BLOC1S1
T026891	BLOC1S1
T026894	RDH5
T026901	CD63
T026902	CD63
T026907	CD63
T026908	CD63
T026909	CD63
T026910	CD63
T026911	CD63
T026913	CD63
T026915	CD63
T026917	CD63
T026918	CD63
T026920	CD63
T026924	CD63
T026927	GDF11
T026928	GDF11
T026930	SARNP
T026931	ORMDL2
T026932	ORMDL2
T026933	DNAJC14
T026934	DNAJC14
T026935	DNAJC14
T026938	DNAJC14
T026939	DNAJC14
T026946	MMP19
T026947	MMP19
T026954	PYM1
T026955	PYM1
T026956	PYM1
T026957	PYM1
T026960	DGKA
T026961	DGKA
T026963	DGKA
T026965	PYM1
T026968	DGKA
T026969	DGKA
T027000	PMEL
T027001	CDK2
T027002	CDK2
T027003	CDK2
T027004	CDK2
T027009	CDK2
T027012	PMEL
T027014	RAB5B
T027015	RAB5B
T027016	RAB5B
T027017	RAB5B
T027018	RAB5B
T027027	SUOX
T027028	IKZF4
T027029	IKZF4
T027030	IKZF4
T027032	IKZF4
T027035	RPS26
T027036	RPS26
T027037	RPS26
T027038	RPS26
T027039	RPS26
T027040	ERBB3
T027041	ERBB3
T027043	ERBB3
T027044	ERBB3
T027047	PA2G4
T027050	RPL41
T027051	RPL41
T027052	RPL41
T027053	RPL41
T027054	RPL41
T027055	RPL41
T027057	ZC3H10
T027058	ZC3H10
T027059	ZC3H10
T027060	ESYT1
T027061	ESYT1
T027062	ESYT1
T027063	ESYT1
T027064	MYL6B
T027065	MYL6B
T027066	MYL6B
T027071	MYL6
T027072	MYL6
T027073	MYL6
T027075	MYL6
T027076	MYL6
T027078	MYL6
T027081	SMARCC2
T027084	SMARCC2
T027085	SMARCC2
T027086	SMARCC2
T027087	SMARCC2
T027090	RNF41
T027091	RNF41
T027092	NABP2
T027093	NABP2
T027094	NABP2
T027102	ANKRD52
T027103	ANKRD52
T027104	COQ10A
T027105	COQ10A
T027107	COQ10A
T027108	COQ10A
T027109	COQ10A
T027112	CS
T027114	CS
T027115	CS
T027116	CNPY2
T027117	CNPY2
T027118	CNPY2
T027119	CNPY2
T027120	CNPY2
